tracker_uuid,exchange_uuid,start_time,original_utterance,asr_truth,duration,responses
CN-489e0fb4-945b-4111-96c4-3580f4c4e278,cf6fb799-dc7c-46b8-b260-ef2b1270889f,2021-06-05 01:25:07.236744+00:00,one lot of combo,one lota combo ,1.3,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-91db4968-72e2-4483-996a-083bd2ece81b,4239f7e6-0cf3-446d-840d-aa7d716638a0,2021-06-01 14:26:41.263097+00:00,i'm no just disregard the coffee take the coffee out two sandwich,no just disregard the coffee take the coffee out just the sandwich,6.4,"[('utter_deleted_dish', 'OK, I just removed Coffee and Breakfast Sandwich With Bacon from your order'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-9ebb55c0-5ffb-4dea-b3ce-54ba32556aab,ed7d8755-b565-4c32-a480-ee984c3a2609,2021-06-21 01:55:03.641086+00:00,two water burger,two order burgers ,1.4,"[('utter_ask_with_variation', 'What Patty for your 1st Lottaburrger, Double Meat or Regular?')]"
CN-7dc010e1-e089-42e0-917f-6d929e60f933,8bd5980f-2e37-4f59-b5ae-5e674bc5e26e,2021-06-11 17:30:19.077155+00:00,a regular fries and a medium dr pepper,,4.2,"[('utter_variation_add', 'OK, I added Medium Dr. Pepper and Medium Fries.'), ('utter_variation_add', 'Sure, I added Lottaburrger Meal with Regular Lottaburrger with Mayo and without Mustard, Medium Fries and Medium Dr. Pepper.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-184395bd-1b4c-4e06-bb7c-b433183e4300,7437003d-9c40-49d2-8de4-85d29b7ac527,2021-06-11 17:42:38.733566+00:00,medium,medium medium seasoned fries,0.9,"[('utter_variation_add', 'OK, I just added Medium Season Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-65825b45-24c6-4b85-aa75-ab08cdd154bf,e197dbf7-342e-45cc-b847-1779d97bd7d9,2021-06-07 21:16:06.854967+00:00,large diet pepsi for the second lot of burger meal with mayo,,5.4,"[('utter_combo_dishes', 'The Lottaburrger Meal has Drink, Lottaburrger and Side'), ('utter_variation_add', 'Sure, I added Large Fries and Large Diet Pepsi.'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-d703d624-935c-4c5a-82df-794aeafbcb00,7dab9fb9-bf33-409b-89b2-a91cf77fa0f1,2021-06-15 00:04:52.727262+00:00,blakes lotaburger combo with double meat no cheese and bacon regular french fries and a large drink,,15.1,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_variation_add', 'OK, I added Double Meat Lottaburrger with Bacon and without Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile with your Double Meat Lottaburrger?')]"
CN-4a1c8088-d75a-408e-b8b7-7b9793f0a657,225ba619-c1bd-4b45-aa2b-69071e11a2d7,2021-06-11 21:23:25.075634+00:00,6 burrito,number 2 breakfast burrito ,1.1,"[('utter_disambiguate_with_more', 'In Breakfast, which one would you like? #1 Bacon Burrito, #2 Sausage Burrito , #3 Classic Burrito With Beans #4 Classic Burrito or say more to hear more options.')]"
CN-719d0173-a577-49e9-83e3-41624858252f,b6f86361-2fbe-4611-8600-a635b1aaf571,2021-06-04 18:05:22.237833+00:00,green,,50.482,"[('utter_variation_add', 'Sure, I added #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-d844b193-f3b9-480e-85b9-4fe384b01f28,cd81705b-ac9b-4d08-a30f-c3b2b794f06e,2021-06-07 14:06:17.118016+00:00,no chicken,,1,"""""""""""""""[('utter_deleted_dish', """"""""OK, I deleted Blake's Chicken Sandwich from the order""""""""), ('utter_anything_else', 'What else do you want to add?')]"""""""""""""""
CN-a0d1d312-a726-49a8-ad4a-5d8d68147280,6b50c7aa-93b4-42a1-a8b3-a1c48d0953dc,2021-06-14 20:53:35.814684+00:00,pepsi no ice,,1.4,"[('utter_deleted_dish', 'OK no problem Shake removed from your order'), ('utter_variation_add', 'Sure, I added Lottaburrger Meal with Double Meat Lottaburrger with Cheese and without Onion and Medium Fries.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"
CN-433f5f61-0e64-4bf9-9fca-02cfd0005232,f09dcd54-a334-422a-aa56-9cc4581394ed,2021-06-04 17:43:21.139899+00:00,a lot of burger double meat combo no onions,a lota burger double meat combo no onions cheese,5.1,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_variation_add', 'Sure, I added Double Meat Lottaburrger without Onion.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"
CN-6693716a-f7e4-4f1b-8a11-091e1a271044,3385d696-ddc4-4e69-abc6-6db30c5dc16b,2021-06-12 01:30:51.042464+00:00,large combo,lota combo,1.1,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-f0b32b52-2371-4ba7-860f-f58df23b17a7,ffb33fbe-013a-42a4-9bd3-43d9d17f0f8c,2021-06-06 18:03:59.775352+00:00,green chile bacon burrito,,1.8,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, coffee goes well with your order')]"
CN-f58089fc-c0eb-4304-9c7a-a2bc882c5baa,f1c5120a-3ec7-4052-978a-08fb533fc99f,2021-06-24 01:27:22.203017+00:00,lotaburger, lotaburger what ,0.9,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-5b672737-80b8-4204-af2b-c0f4513d0bee,6fb57274-d075-4b1f-826e-331189a82abd,2021-06-17 17:32:32.335996+00:00,medium season 5,,2.3,"[('utter_variation_add', 'OK, I just added Medium Season Fries.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, drink goes well with your order')]"
CN-21b6b84b-6971-45fd-9175-096ab0ee1758,e7da6005-4209-4e9e-8632-7f8788e7c8bd,2021-06-06 02:02:03.915505+00:00,two more of the same burger,,2.3,"[('utter_disambiguate', 'For the Burgers which would you like? Itsaburrger or Lottaburrger')]"
CN-5556da12-b2f4-4618-b223-ffdcc747080d,2f760af4-d993-45ab-8174-67248f8b7d9b,2021-06-03 02:35:50.656337+00:00,dr pepper to drink small dr pepper,,6.6,"[('utter_system_handover', 'Please wait, I am connecting you to our team member.')]"
CN-9d80229f-306c-4f42-b5f3-cc3a84b90db4,ceebaee7-873c-4b2b-91ba-ea1ed9e90531,2021-06-08 21:26:53.149528+00:00,fries no seasoning,,2.4,"[('utter_deleted_dish', 'OK, I just removed Medium Season Fries from your order'), ('utter_disambiguate_without_options', 'What Drink would you like?')]"
CN-460a1bfa-f2f3-438a-879f-62fc34a9a40a,e53f6656-58ec-431e-af9e-a3208a50d602,2021-06-10 02:02:49.656269+00:00,cheese and chopped green chile,cheese and chopped green chili or no just cheese ,2,"[('utter_edited_dish_item', 'Sure I have revised Lottaburrger with cheese and chop green chile in your order.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-85fbf732-5699-47e6-8036-13ec5150ce06,a6439192-c940-4e71-a004-7634190db730,2021-06-06 19:09:56.362431+00:00,one large burger combo,,3,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-deff5266-39f3-4cce-a7f7-620970f00254,b61c441b-0dd6-4240-bef3-41c76fbfa6e0,2021-06-21 00:01:23.377172+00:00,regular dr pepper,,1.6,"""""""""""""""[('utter_variation_add', 'Sure, I added Medium Dr. Pepper.'), ('utter_variation_add', """"""""I've added Itsaburrger Meal with Regular Itsaburrger with Cheese, Medium Season Fries and Medium Dr. Pepper!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"""""""""""""""
CN-469f8445-c10c-4af4-ad48-24c5f71f102a,75db853c-3d48-4485-89d7-f7ee44d074c7,2021-06-23 14:02:00.548729+00:00,i like to organize two number one easy green on the side,i like to order two number 1 with easy green on the side and that will be it ,5.7,"[('utter_variation_add', 'Sure, I added 2   #1 Bacon Burrito with easy Green Sauce.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, coffee goes well with your order')]"
CN-e8ff3675-215f-4548-82ba-cc3565835047,9d8649fa-c845-4c2e-8b70-35d774badda8,2021-06-01 19:07:46.498508+00:00,yes please,cheese please,0.7,"[('utter_added_dish_item', 'Added chopped green chile, cheese and bacon to your Lottaburrger.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-82c8f6e7-7a72-4e41-9d5b-1185c9c7c811,68e4aae0-2d48-41aa-b736-5e12f7664855,2021-06-19 01:57:06.260917+00:00,tell me a regular regular,"double meat or regular, regular",4.6,"[('utter_variations', 'We have Sides, Burgers, Drinks and Sweets, Breakfast, Chicken Entrees, Other Entrees and Kids Meals.'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-e7957c15-04b1-44a6-97fe-97bb136538c2,1a8ba4af-8e4b-47a8-b392-812df7bdd93e,2021-06-20 02:36:26.407389+00:00,regular,,1,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger without Tomato!""""""""), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Lottaburrger?')]"""""""""""""""
CN-dac8196c-9445-4a5b-89cc-7e351aceaa16,50e9e364-87fb-49e9-b48e-5bd844d971d1,2021-06-07 23:54:51.323617+00:00,no no onion,,2,"""""""""""""""[('utter_deleted_dish_item', """"""""I've removed onion from the Lottaburrger.""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"""""""""""""""
CN-151ee486-b4f8-46a7-9d64-97f184361db9,eb6a4381-9c7e-4f96-bba0-14f8441c3004,2021-06-04 21:32:10.176120+00:00,lada combo,lota combo,2.5,"[('utter_combo_dishes', 'The Lottaburrger Meal has Drink, Lottaburrger and Side'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-740605b8-e906-48c3-bd75-bf20d56131f8,39dd9399-ec1a-4314-a1f7-e6de44dc25a6,2021-06-22 00:59:13.207990+00:00,its a combo with cheese,an its a combo with cheese,2.9,"[('utter_combo_dishes', 'The Itsaburrger Meal has Itsaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-4cbdfdd4-4eca-4eae-81af-6f9370284d2c,b09443fd-4518-4c0a-8873-412f9cc93cfe,2021-06-01 17:15:21.357191+00:00,can i have crispy bacon,,1.9,"[('utter_edited_dish_item', 'OK, I just updated your #1 Bacon Burrito with crispy bacon.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-54a9fac2-cea3-4998-9e26-006a17869ca4,57102f14-a8d9-4717-9ecd-6c3d23a05899,2021-06-23 15:59:04.911071+00:00,red and green,,1.3,"[('utter_variation_add', 'OK, I just added #4 Classic Burrito with Green Sauce and Red Sauce.'), ('utter_ask_limited', 'What Sauce for the 2nd #4 Classic Burrito?')]"
CN-339775da-e4db-4534-8c96-d8967708a453,400f93e8-a1a8-462e-aa02-3452d399fbf6,2021-06-18 18:26:35.840773+00:00,regular,,1.8,"[('utter_variation_add', 'OK, I added Regular Itsaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Itsaburrger?')]"
CN-8e0f8831-ccec-4ec0-99f4-c50a23ead9f4,c83e005f-487d-489b-be15-7229f318f462,2021-06-04 23:01:09.841018+00:00,cheese,,1.7,"[('utter_edited_dish_item', 'Sure I have revised Itsaburrger with cheese in your order.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-5598dff6-d44c-4abb-96a0-c53db6ea681c,1454ec1f-671d-48ff-b13a-d7737ae5ff0c,2021-06-11 02:37:59.245888+00:00,double meat,,0.9,"[('utter_variation_add', 'OK, I added Double Meat Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"
CN-5598dff6-d44c-4abb-96a0-c53db6ea681c,1454ec1f-671d-48ff-b13a-d7737ae5ff0c,2021-06-11 02:37:59.245888+00:00,double meat,,0.9,"[('utter_variation_add', 'OK, I added Double Meat Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"
CN-b05e7ea9-1036-4dbd-95f6-15d46e028211,23a364dd-4d15-4ca6-9207-5896dbef729b,2021-06-09 18:30:14.500409+00:00,i don't want no onion pickles lettuce tomato mayo mustard ketchup no no none none,i don't want no onion pickles lettuce tomato mayo mustard ketchup none of it none none do you know how many people is lost because of,16.2,"""""""""""""""[('utter_delete_item_notexist', """"""""You haven't selected onion, pickle, lettuce, tomato, mayo, mustard, ketchup and none to delete it.""""""""), ('utter_disambiguate_without_options', 'What Side do you want?')]"""""""""""""""
CN-9d4613d0-ba03-4f5a-9910-4c366422f2f4,b5b20e6f-34d2-430a-b2ea-72be1d2a4930,2021-06-22 18:24:40.568678+00:00,regular well done,,1.6,"[('utter_variation_add', 'Sure, I added Regular Lottaburrger Chopped Green Chile, Well Done Crispy  and with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Lottaburrger?')]"
CN-12fdce8c-3d79-481e-b34c-2fb7833cda80,f2b7d3b1-e78c-42a6-a1e0-b1ab62a99bdb,2021-06-23 14:10:16.201919+00:00,extra cheese,,1.1,"[('utter_edited_dish_item', 'OK, I updated your #1 Bacon Burrito with extra cheese.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-f4586d3c-5576-4b37-9249-3b40f2cb9cbf,729317c2-95cb-4758-b414-2c354f2fa674,2021-06-13 18:49:28.833457+00:00,oh no thats all did you get did i say two mountain dews sure,thats all did you get did i say two mountain dews sir,6.4,"[('utter_ask_with_variation', 'For your 1st Mountain Dew what Sizes do you want Large or Medium')]"
CN-367d026c-4d50-4d2d-9901-6c46e525a9de,570ee37f-32ea-4f16-9758-db573205bf17,2021-06-23 21:09:33.321413+00:00,large french fries,,1.4,"[('utter_variation_add', 'OK, I just added Large Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-ef36eef4-eceb-4ee9-a89e-20a6638231a0,96e4b51d-7dd0-4dbe-9f63-53eb18b53d1e,2021-06-19 00:24:31.290329+00:00,a kids burger,,5.4,"[('utter_disambiguate', 'In Burgers, which one would you like? Itsaburrger or Lottaburrger')]"
CN-e995642f-0fc9-40ea-96bc-16941a82aa60,162f82ba-a585-453c-8002-f9d8ae785fda,2021-06-03 21:33:09.104480+00:00,regular,,0.9,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-5ec3ec6f-ae62-42fc-be21-25cab59793ae,139aec5a-1ad5-452c-be44-1fb33947ad19,2021-06-09 18:24:32.369153+00:00,can i get a boyds lotaburger combo,can i get a blakes lotaburger combo,3.5,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-c338280f-80f6-4cef-9f88-780e40d90483,459737f6-0043-4edb-b3d4-6b807a28e6c8,2021-06-06 00:22:36.872605+00:00,regular,,1.1,"[('utter_variation_add', 'OK, I added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Lottaburrger?')]"
CN-dee85713-5411-4f1d-8ac7-567c80f80b42,ab61e47b-914b-45bc-b578-ce78c9ed88d9,2021-06-14 18:13:37.950041+00:00,two not a burger someones green chili,two lota burgers one with green chili ,5,"[('utter_disambiguate', 'In Burgers, which one would you like? Itsaburrger or Lottaburrger')]"
CN-1fbe2f90-8129-4901-9462-933d625dabd4,9ab0c97f-9a92-476a-ab21-d1fa43446a25,2021-06-18 17:22:13.136409+00:00,large,,0.7,"[('utter_variation_add', 'OK, I added Large Lemonade.'), ('utter_variation_add', 'Sure, I added Lottaburrger Meal with Double Meat Lottaburrger with Chopped Green Chile, Ketchup and only Cheese, Large Season Fries and Large Lemonade.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"
CN-257a9eb2-62b9-483a-a127-982b8a42e62b,8fe5879b-579a-43f3-aa78-7e34d97653dd,2021-06-07 17:27:35.781959+00:00,double meat lotaburger large fry large dr pepper,,9.1,"""""""""""""""[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Double Meat Lottaburrger, Large Fries and Large Dr. Pepper!""""""""), ('utter_anything_else', 'What else would you like to add today?')]"""""""""""""""
CN-63221d0b-d97a-4ce0-a509-d22b6f6ebf94,c796ffb9-c87b-41ee-883a-05c794e8faab,2021-06-20 20:36:30.782455+00:00,two sides of green sauce,,3.1,"[('utter_edited_dish_item', 'OK, I updated your #4 Classic Burrito with green sauce.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-bcb6e081-393c-4fd7-9d94-aace737305b6,2e65d46e-8002-47c2-a2b1-f4d831dde0b8,2021-06-21 23:20:01.349258+00:00,regular,,0.9,"[('utter_variation_add', 'OK, I added Regular Lottaburrger with Cheese and Chopped Green Chile.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Lottaburrger?')]"
CN-01a69c28-4d68-408c-9a39-cd711a849a00,169d202f-7f1a-4ccb-b9ca-1a9065d178a9,2021-06-12 19:14:24.617544+00:00,i'm number 5 bacon burrito,a number 5 bacon burrito,3,"[('utter_ask_limited', 'What Sauce do you want for the #5 Bacon And Bean Burrito?')]"
CN-4b985332-d1f1-4eaf-bfc1-ca0f819f6ee6,286f6108-9a83-4656-aae9-5501186f858f,2021-06-21 01:29:58.610714+00:00,large fries,,1.5,"[('utter_variation_add', 'OK, I added Large Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-542a9265-c281-49c8-9005-995f22083816,890ccf7e-6a76-42e3-b04a-3752ce4304f0,2021-06-04 19:13:14.715106+00:00,small,,0.8,"[('utter_system_handover', 'Please wait, I am connecting you to our team member.')]"
CN-0d3e662c-ace5-4b2f-aa4f-5f47631d71f9,495fe59d-7a02-4599-afd9-1a6d06c9ae88,2021-06-02 19:32:28.687723+00:00,medium,,0.8,"""""""""""""""[('utter_variation_add', """"""""I've added Medium Season Fries!""""""""), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-196ba951-a374-46a5-98b7-ead457bfc42a,0baca2e9-3fb9-44a2-8027-40916fb590e1,2021-06-11 14:18:33.971814+00:00,christmas,,1.1,"[('utter_variation_add', 'Sure, I added #2 Sausage Burrito  with Christmas Sauce, without No Chile and with Bbq Sauce.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-b4f19299-725c-409e-a49a-6bbe19d003ca,50c23a69-c338-48c6-b62e-f7941906b9a8,2021-06-03 17:48:19.543540+00:00,regular,,0.8,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-9ffcacbd-f5f4-4b5f-bbe5-0f3d6b39e27f,67d6ecbc-a7a4-403e-a19a-f5762bfcbcd1,2021-06-20 15:00:08.434624+00:00,regular,,0.7,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Itsaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Itsaburrger?')]"""""""""""""""
